"corp_name","ticker","corp_code","agency","long_term_rating","long_term_outlook","long_term_date","short_term_rating","short_term_outlook","short_term_date","source_url"
"신한캐피탈","","","NICE신용평가","AA-","안정적","2026.06.23","A1","","2026.06.23","https://www.nicerating.com/"
"신한캐피탈(주)","","","한국신용평가","AA-","안정적","2026.06.23","A1","","2026.06.23","https://www.kisrating.com/"
"신한투자증권","","","NICE신용평가","AA","안정적","2026.06.25","A1","","2026.06.25","https://www.nicerating.com/"
"신한투자증권(주)","","","한국신용평가","AA","안정적","2026.07.02","A1","","2026.06.15","https://www.kisrating.com/"
"쌍용건설(주)","","","한국신용평가","BBB","안정적","2026.05.29","A3","","2026.05.29","https://www.kisrating.com/"
"쌍용씨앤이","","","NICE신용평가","A-","안정적","2026.06.15","A2-","","2026.06.15","https://www.nicerating.com/"
"쌍용씨앤이(주)","","","한국신용평가","A-","안정적","2026.06.19","","","","https://www.kisrating.com/"
"씨엔씨티에너지(주)","","","한국신용평가","A","안정적","2026.05.29","","","","https://www.kisrating.com/"
"씨제이(주)","","","한국신용평가","AA-","안정적","2026.06.25","A1","","2026.06.25","https://www.kisrating.com/"
"씨제이대한통운","","","NICE신용평가","AA-","안정적","2026.05.14","A1","","2026.05.14","https://www.nicerating.com/"
"씨제이대한통운(주)","","","한국신용평가","AA-","안정적","2026.05.14","A1","","2026.05.14","https://www.kisrating.com/"
"씨제이라이브시티","","","NICE신용평가","","","","A1보증","","2026.06.05","https://www.nicerating.com/"
"씨제이씨지브이","","","NICE신용평가","A-","안정적","2026.06.30","A2-","","2026.06.30","https://www.nicerating.com/"
"씨제이씨지브이(주)","","","한국신용평가","A-","안정적","2026.06.30","A2-","","2026.06.30","https://www.kisrating.com/"
"씨제이씨푸드(주)","","","한국신용평가","","","","A1","","2026.05.27","https://www.kisrating.com/"
"씨제이올리브영","","","NICE신용평가","","","","A1","","2026.06.29","https://www.nicerating.com/"
"씨제이올리브영(주)","","","한국신용평가","","","","A1","","2026.06.30","https://www.kisrating.com/"
"씨제이이엔엠","","","NICE신용평가","AA-","안정적","2026.06.05","A1","","2026.06.05","https://www.nicerating.com/"
"씨제이제일제당(주)","","","한국신용평가","AA","안정적","2026.04.16","A1","","2026.04.16","https://www.kisrating.com/"
"씨제이프레시웨이","","","NICE신용평가","A","안정적","2026.03.31","A2","","2026.03.31","https://www.nicerating.com/"
"씨제이프레시웨이(주)","","","한국신용평가","","","","A2","","2026.06.26","https://www.kisrating.com/"
"씨지앤대산전력(주)","","","한국신용평가","A","안정적","2026.04.24","","","","https://www.kisrating.com/"
"씨지앤율촌전력(주)","","","한국신용평가","A+","안정적","2026.04.24","","","","https://www.kisrating.com/"
"씨지앤코리아홀딩스(주)","","","한국신용평가","A+","안정적","2026.04.24","","","","https://www.kisrating.com/"
"아워홈","","","NICE신용평가","","","","A1보증","","2026.06.23","https://www.nicerating.com/"
"아이비케이저축은행","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"아이비케이캐피탈","","","NICE신용평가","AA-","안정적","2026.06.15","A1","","2026.06.15","https://www.nicerating.com/"
"아이비케이투자증권","","","NICE신용평가","AA-","","","A1","","2026.06.30","https://www.nicerating.com/"
"아이비케이투자증권(주)","","","한국신용평가","AA-","안정적","2026.06.24","A1","","2026.06.24","https://www.kisrating.com/"
"아이에스동서","","","NICE신용평가","BBB","안정적","2026.05.08","A3","","2026.05.08","https://www.nicerating.com/"
"아이엠금융지주","","","NICE신용평가","AAA","안정적","2026.06.26","","","","https://www.nicerating.com/"
"아이엠뱅크","","","NICE신용평가","AAA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"아이엠증권","","","NICE신용평가","A+","안정적","2026.06.16","A1","","2026.06.29","https://www.nicerating.com/"
"아이엠캐피탈","","","NICE신용평가","AA-","안정적","2026.06.11","A1","","2026.06.11","https://www.nicerating.com/"
"아이파크현대산업개발","","","NICE신용평가","A","안정적","2026.06.25","","","","https://www.nicerating.com/"
"아이파크현대산업개발(주)","","","한국신용평가","A","안정적","2026.05.11","","","","https://www.kisrating.com/"
"아진산업","","","NICE신용평가","BB-","안정적","2026.06.30","","","","https://www.nicerating.com/"
"안산도시공사","","","NICE신용평가","AA","안정적","2026.05.26","","","","https://www.nicerating.com/"
"안산도시공사","","","한국신용평가","AA","안정적","2026.03.25","","","","https://www.kisrating.com/"
"안양도시공사","","","NICE신용평가","AA","안정적","2026.06.11","","","","https://www.nicerating.com/"
"안양도시공사","","","한국신용평가","AA","안정적","2026.06.08","","","","https://www.kisrating.com/"
"알씨아이파이낸셜서비스코리아","","","NICE신용평가","A+","안정적","2026.06.26","","","","https://www.nicerating.com/"
"알씨아이파이낸셜서비스코리아(주)","","","한국신용평가","A+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"애큐온캐피탈","","","NICE신용평가","A↑","","2026.06.30","A2↑","","2026.06.30","https://www.nicerating.com/"
"앱토크롬","","","NICE신용평가","B-","안정적","2025.06.30","","","","https://www.nicerating.com/"
"에스비아이저축은행","","","NICE신용평가","A","","","","","","https://www.nicerating.com/"
"에스엘엘중앙","","","NICE신용평가","B↓","","2026.06.15","B-↓","","2026.06.15","https://www.nicerating.com/"
"에스지씨에너지","","","NICE신용평가","","","","A2-","","2026.06.22","https://www.nicerating.com/"
"에스케이(주)","","","한국신용평가","AA+","안정적","2026.03.19","A1","","2026.03.20","https://www.kisrating.com/"
"에스케이가스(주)","","","한국신용평가","AA-","안정적","2026.06.17","A1","","2026.06.17","https://www.kisrating.com/"
"에스케이네트웍스(주)","","","한국신용평가","AA-","안정적","2026.04.03","A1","","2026.04.03","https://www.kisrating.com/"
"에스케이네트웍스서비스","","","NICE신용평가","","","","A2-","","2026.06.29","https://www.nicerating.com/"
"에스케이넥실리스(주)","","","한국신용평가","","","","A2-","","2026.06.01","https://www.kisrating.com/"
"에스케이디스커버리","","","NICE신용평가","A+","안정적","2026.06.29","A2+","","2026.06.29","https://www.nicerating.com/"
"에스케이디스커버리(주)","","","한국신용평가","A+","안정적","2026.06.18","A2+","","2026.06.18","https://www.kisrating.com/"
"에스케이디앤디","","","NICE신용평가","BBB-","부정적","2026.06.22","A3-","","2026.06.22","https://www.nicerating.com/"
"에스케이렌터카","","","NICE신용평가","A","안정적","2026.06.23","","","","https://www.nicerating.com/"
"에스케이렌터카(주)","","","한국신용평가","A","안정적","2026.06.26","A2","","2026.06.26","https://www.kisrating.com/"
"에스케이브로드밴드","","","NICE신용평가","AA","안정적","2026.05.28","A1","","2026.05.28","https://www.nicerating.com/"
"에스케이브로드밴드(주)","","","한국신용평가","AA","안정적","2026.05.28","A1","","2026.05.28","https://www.kisrating.com/"
"에스케이쉴더스","","","NICE신용평가","A-","안정적","2025.06.19","","","","https://www.nicerating.com/"
"에스케이스퀘어","","","NICE신용평가","AA+","","","A1","","2026.03.31","https://www.nicerating.com/"
"에스케이스퀘어(주)","","","한국신용평가","","","","A1","","2026.06.17","https://www.kisrating.com/"
"에스케이스페셜티","","","NICE신용평가","A","안정적","2026.04.15","","","","https://www.nicerating.com/"
"에스케이스페셜티(주)","","","한국신용평가","A","안정적","2026.06.16","","","","https://www.kisrating.com/"
"에스케이스피드메이트","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"에스케이실트론","","","NICE신용평가","A+↓","","2026.06.30","A2+↓","","2026.06.30","https://www.nicerating.com/"
"에스케이실트론(주)","","","한국신용평가","A+","안정적","2026.06.30","A2+","","2026.06.30","https://www.kisrating.com/"
"에스케이씨(주)","","","한국신용평가","A","안정적","2026.06.01","A2","","2026.06.01","https://www.kisrating.com/"
"에스케이아이이테크놀로지(주)","","","한국신용평가","A-","안정적","2026.06.01","A2-","","2026.06.01","https://www.kisrating.com/"
"에스케이어드밴스드","","","NICE신용평가","BBB","안정적","2026.06.12","A3","","2026.06.12","https://www.nicerating.com/"
"에스케이어드밴스드(주)","","","한국신용평가","BBB+","부정적","2026.06.10","A3+","","2026.06.10","https://www.kisrating.com/"
"에스케이에너지","","","NICE신용평가","","","","A1","","2026.06.18","https://www.nicerating.com/"
"에스케이에너지(주)","","","한국신용평가","","","","A1","","2026.06.19","https://www.kisrating.com/"
"에스케이에어플러스(주)","","","한국신용평가","A-","안정적","2026.06.30","","","","https://www.kisrating.com/"
"에스케이에코플랜트","","","NICE신용평가","A-","안정적","2026.06.18","A2-","","2026.06.18","https://www.nicerating.com/"
"에스케이에코플랜트(주)","","","한국신용평가","A-","안정적","2026.06.30","A2-","","2026.06.30","https://www.kisrating.com/"
"에스케이온","","","NICE신용평가","A+","안정적","2026.06.29","A2+","","2026.06.29","https://www.nicerating.com/"
"에스케이온(주)","","","한국신용평가","A+","안정적","2026.06.26","A2+","","2026.06.26","https://www.kisrating.com/"
"에스케이위탁관리부동산투자회사(주)","","","한국신용평가","AA-","안정적","2025.12.30","A1","","2026.06.29","https://www.kisrating.com/"
"에스케이이노베이션(주)","","","한국신용평가","AA","안정적","2026.06.04","A1","","2026.06.04","https://www.kisrating.com/"
"에스케이이터닉스(주)","","","한국신용평가","","","","A3↓","","2026.05.29","https://www.kisrating.com/"
"에스케이인천석유화학","","","NICE신용평가","A+","안정적","2026.06.18","","","","https://www.nicerating.com/"
"에스케이인천석유화학(주)","","","한국신용평가","A+","안정적","2026.06.18","A2+","","2026.06.18","https://www.kisrating.com/"
"에스케이인텔릭스","","","NICE신용평가","A+","안정적","2026.06.23","A2+","","2026.06.23","https://www.nicerating.com/"
"에스케이인텔릭스(주)","","","한국신용평가","A+","안정적","2026.06.24","A2+","","2026.06.24","https://www.kisrating.com/"
"에스케이증권(주)","","","한국신용평가","","","","A2","","2026.06.30","https://www.kisrating.com/"
"에스케이지오센트릭","","","NICE신용평가","AA-","부정적","2026.06.12","A1","","2026.06.12","https://www.nicerating.com/"
"에스케이지오센트릭(주)","","","한국신용평가","AA-","부정적","2026.06.23","A1","","2026.06.23","https://www.kisrating.com/"
"에스케이케미칼","","","NICE신용평가","A+","안정적","2026.04.29","","","","https://www.nicerating.com/"
"에스케이케미칼(주)","","","한국신용평가","A+","안정적","2026.04.30","","","","https://www.kisrating.com/"
"에스케이텔레콤(주)","","","한국신용평가","AAA","안정적","2026.06.16","A1","","2026.06.16","https://www.kisrating.com/"
"에스케이피아이씨글로벌","","","NICE신용평가","A-","","","A2-","","2026.06.04","https://www.nicerating.com/"
"에스케이피아이씨글로벌(주)","","","한국신용평가","A-","부정적","2026.06.19","A2-","","2026.06.19","https://www.kisrating.com/"
"에스케이하이닉스","","","NICE신용평가","AA+","안정적","2026.03.11","A1","","2026.05.14","https://www.nicerating.com/"
"에스케이하이닉스(주)","","","한국신용평가","AA+","안정적","2026.03.05","A1","","2026.05.28","https://www.kisrating.com/"
"에스케이해운","","","NICE신용평가","A-","","","A2-","","2026.06.19","https://www.nicerating.com/"
"에스케이해운(주)","","","한국신용평가","A-","안정적","2026.06.30","A2-","","2026.06.30","https://www.kisrating.com/"
"에스피엘(주)","","","한국신용평가","","","","A1","","2026.05.28","https://www.kisrating.com/"
"에쓰오일(주)","","","한국신용평가","AA+","안정적","2026.06.25","","","","https://www.kisrating.com/"
"에이비엘생명보험","","","NICE신용평가","AA-","안정적","2026.06.30","","","","https://www.nicerating.com/"
"에이치디건설기계","","","NICE신용평가","A","긍정적","2026.06.05","","","","https://www.nicerating.com/"
"에이치디건설기계(주)","","","한국신용평가","A","긍정적","2026.06.08","","","","https://www.kisrating.com/"
"에이치디씨","","","NICE신용평가","A","안정적","2026.06.25","","","","https://www.nicerating.com/"
"에이치디씨(주)","","","한국신용평가","A","안정적","2026.06.25","","","","https://www.kisrating.com/"
"에이치디한국조선해양","","","NICE신용평가","AA-","","","","","","https://www.nicerating.com/"
"에이치디한국조선해양(주)","","","한국신용평가","AA-","안정적","2026.03.31","","","","https://www.kisrating.com/"
"에이치디현대","","","NICE신용평가","AA-","안정적","2026.03.23","A1","","2026.03.27","https://www.nicerating.com/"
"에이치디현대(주)","","","한국신용평가","AA-","안정적","2026.03.24","A1","","2026.03.24","https://www.kisrating.com/"
"에이치디현대마린솔루션","","","NICE신용평가","AA-","","","","","","https://www.nicerating.com/"
"에이치디현대마린솔루션(주)","","","한국신용평가","AA-","안정적","2026.06.18","","","","https://www.kisrating.com/"
"에이치디현대에너지솔루션(주)","","","한국신용평가","A-","안정적","2026.04.17","","","","https://www.kisrating.com/"
"에이치디현대오일뱅크","","","NICE신용평가","AA-","안정적","2026.06.16","","","","https://www.nicerating.com/"
"에이치디현대오일뱅크(주)","","","한국신용평가","AA-","안정적","2026.06.25","A1","","2026.06.25","https://www.kisrating.com/"
"에이치디현대일렉트릭","","","NICE신용평가","AA-","안정적","2026.03.23","","","","https://www.nicerating.com/"
"에이치디현대일렉트릭(주)","","","한국신용평가","AA-","안정적","2026.03.24","","","","https://www.kisrating.com/"
"에이치디현대중공업","","","NICE신용평가","AA-","안정적","2026.03.23","","","","https://www.nicerating.com/"
"에이치디현대중공업(주)","","","한국신용평가","AA-","안정적","2026.03.24","","","","https://www.kisrating.com/"
"에이치디현대케미칼","","","NICE신용평가","A","부정적","2026.06.19","A2","","2026.06.19","https://www.nicerating.com/"
"에이치디현대케미칼(주)","","","한국신용평가","A","부정적","2026.06.25","A2","","2026.06.25","https://www.kisrating.com/"
"에이치라인해운","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"에이치라인해운(주)","","","한국신용평가","A-","안정적","2026.06.12","","","","https://www.kisrating.com/"
"에이치에스효성","","","NICE신용평가","","","","A2","","2026.06.04","https://www.nicerating.com/"
"에이치에스효성더클래스(주)","","","한국신용평가","","","","A3","","2026.05.22","https://www.kisrating.com/"
"에이치에스효성인포메이션시스템","","","NICE신용평가","","","","A2-","","2026.05.07","https://www.nicerating.com/"
"에이치에스효성인포메이션시스템(주)","","","한국신용평가","","","","A2-","","2026.06.04","https://www.kisrating.com/"
"에이치에스효성첨단소재","","","NICE신용평가","A","안정적","2026.06.04","A2","","2026.06.04","https://www.nicerating.com/"
"에이치에스효성첨단소재(주)","","","한국신용평가","A","안정적","2026.06.05","A2","","2026.06.05","https://www.kisrating.com/"
"에이치엘디앤아이한라(주)","","","한국신용평가","BBB+","안정적","2026.05.12","A3+","","2026.05.12","https://www.kisrating.com/"
"에이치엘만도","","","NICE신용평가","AA-","안정적","2026.04.15","","","","https://www.nicerating.com/"
"에이치엘만도(주)","","","한국신용평가","AA-","안정적","2026.04.17","","","","https://www.kisrating.com/"
"에이치엘홀딩스","","","NICE신용평가","A","안정적","2026.05.11","","","","https://www.nicerating.com/"
"에이치엘홀딩스(주)","","","한국신용평가","A","안정적","2026.05.11","","","","https://www.kisrating.com/"
"에이치케이이노엔","","","NICE신용평가","A","안정적","2026.06.05","A2","","2026.06.05","https://www.nicerating.com/"
"에이캐피탈(주)","","","한국신용평가","BBB-","안정적","2026.04.30","A3-","","2026.04.30","https://www.kisrating.com/"
"에코비트","","","NICE신용평가","A+","안정적","2026.06.30","A2+","","2026.06.30","https://www.nicerating.com/"
"엔씨","","","NICE신용평가","AA-","안정적","2026.06.15","","","","https://www.nicerating.com/"
"엔에이치농협캐피탈","","","NICE신용평가","AA-","안정적","2026.06.12","A1","","2026.06.12","https://www.nicerating.com/"
"엔에이치농협캐피탈(주)","","","한국신용평가","AA-","안정적","2026.06.30","A1","","2026.06.30","https://www.kisrating.com/"
"엔에이치저축은행","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"엔에이치투자증권","","","NICE신용평가","AA+","안정적","2026.05.28","A1","","2026.05.28","https://www.nicerating.com/"
"엔에이치투자증권(주)","","","한국신용평가","AA+","안정적","2026.05.28","A1","","2026.06.24","https://www.kisrating.com/"
"엘아이지","","","NICE신용평가","AA-","","","A1","","2026.06.22","https://www.nicerating.com/"
"엘아이지디펜스앤에어로스페이스","","","NICE신용평가","AA","안정적","2026.06.22","A1","","2026.06.22","https://www.nicerating.com/"
"엘아이지디펜스앤에어로스페이스(주)","","","한국신용평가","AA","안정적","2026.06.12","A1","","2026.06.12","https://www.kisrating.com/"
"엘앤에프","","","NICE신용평가","BB","안정적","2026.05.14","","","","https://www.nicerating.com/"
"엘에스엠앤엠","","","NICE신용평가","","","","A1","","2026.06.18","https://www.nicerating.com/"
"엘에스엠트론(주)","","","한국신용평가","A","안정적","2026.06.24","A2","","2026.06.24","https://www.kisrating.com/"
"엘에스오토모티브테크놀로지스","","","NICE신용평가","","","","A1보증","","2026.06.09","https://www.nicerating.com/"
"엘에스오토모티브테크놀로지스(주)","","","한국신용평가","BBB","안정적","2026.06.15","A1","","2026.06.09","https://www.kisrating.com/"
"엘에스이링크(주)","","","한국신용평가","","","","A1","","2026.06.22","https://www.kisrating.com/"
"엘에스이모빌리티솔루션(주)","","","한국신용평가","","","","A1","","2026.06.17","https://www.kisrating.com/"
"엘에스일렉트릭","","","NICE신용평가","AA-","긍정적","2026.06.18","","","","https://www.nicerating.com/"
"엘에스일렉트릭(주)","","","한국신용평가","AA-","긍정적","2026.06.17","A1","","2026.06.17","https://www.kisrating.com/"
"엘에스전선","","","NICE신용평가","A+","긍정적","2026.06.29","A1","","2026.06.29","https://www.nicerating.com/"
"엘에스전선(주)","","","한국신용평가","A+","긍정적","2026.06.30","A1","","2026.06.30","https://www.kisrating.com/"
"엘에스증권","","","NICE신용평가","A","","","A2+","","2026.06.19","https://www.nicerating.com/"
"엘에스증권(주)","","","한국신용평가","A","안정적","2026.06.19","A2+","","2026.06.19","https://www.kisrating.com/"
"엘엑스판토스","","","NICE신용평가","AA-","안정적","2026.06.01","","","","https://www.nicerating.com/"
"엘엑스하우시스","","","NICE신용평가","A+","안정적","2026.06.01","","","","https://www.nicerating.com/"
"엘지디스플레이","","","NICE신용평가","A","안정적","2026.06.05","","","","https://www.nicerating.com/"
"엘지디스플레이(주)","","","한국신용평가","A","안정적","2026.06.02","","","","https://www.kisrating.com/"
"엘지씨엔에스","","","NICE신용평가","AA","안정적","2026.04.30","","","","https://www.nicerating.com/"
"엘지에너지솔루션","","","NICE신용평가","AA","안정적","2026.06.18","","","","https://www.nicerating.com/"
"엘지이노텍","","","NICE신용평가","AA-","안정적","2026.06.17","A1","","2026.06.17","https://www.nicerating.com/"
"엘지이노텍(주)","","","한국신용평가","AA-","안정적","2026.06.19","A1","","2026.06.19","https://www.kisrating.com/"
"엘지전자(주)","","","한국신용평가","AA","안정적","2026.05.15","","","","https://www.kisrating.com/"
"엘지헬로비전","","","NICE신용평가","AA-","안정적","2026.04.20","A1","","2026.04.20","https://www.nicerating.com/"
"엘티삼보","","","NICE신용평가","","","","A1보증","","2026.05.27","https://www.nicerating.com/"
"엠지캐피탈","","","NICE신용평가","A","안정적","2026.06.12","A2","","2026.06.12","https://www.nicerating.com/"
"엠지캐피탈(주)","","","한국신용평가","A","안정적","2026.06.12","A2","","2026.06.12","https://www.kisrating.com/"
"여수광양항만공사","","","NICE신용평가","AAA","안정적","2026.06.26","","","","https://www.nicerating.com/"
"여수광양항만공사","","","한국신용평가","AAA","안정적","2026.05.19","","","","https://www.kisrating.com/"
"여천엔씨씨","","","NICE신용평가","BBB+","안정적","2026.06.12","A3+","","2026.06.24","https://www.nicerating.com/"
"연합자산관리","","","NICE신용평가","AA","안정적","2026.06.22","A1","","2026.06.22","https://www.nicerating.com/"
"연합자산관리(주)","","","한국신용평가","AA","안정적","2026.06.24","A1","","2026.06.24","https://www.kisrating.com/"
"예금보험공사","","","NICE신용평가","AAA","안정적","2026.06.17","A1","","2026.06.17","https://www.nicerating.com/"
"예금보험공사","","","한국신용평가","AAA","안정적","2026.06.23","","","","https://www.kisrating.com/"
"예스코","","","NICE신용평가","AA-","안정적","2026.06.23","A1","","2026.06.23","https://www.nicerating.com/"
"오리온제주용암수","","","NICE신용평가","","","","A1보증","","2026.06.30","https://www.nicerating.com/"
"오리온홀딩스","","","NICE신용평가","","","","A1","","2026.06.30","https://www.nicerating.com/"
"오씨아이(주)","","","한국신용평가","A+","안정적","2026.05.28","","","","https://www.kisrating.com/"
"오씨아이홀딩스(주)","","","한국신용평가","A+","안정적","2026.05.13","A2+","","2026.05.13","https://www.kisrating.com/"
"오일허브코리아여수","","","NICE신용평가","A+","안정적","2026.06.26","","","","https://www.nicerating.com/"
"오일허브코리아여수(주)","","","한국신용평가","A+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"오케이넥스트","","","NICE신용평가","","","","A3","","2026.06.29","https://www.nicerating.com/"
"용인도시공사","","","NICE신용평가","AA","안정적","2026.06.16","","","","https://www.nicerating.com/"
"용인도시공사","","","한국신용평가","AA","안정적","2026.06.29","","","","https://www.kisrating.com/"
"용진스테코","","","NICE신용평가","BB-","안정적","2026.05.29","","","","https://www.nicerating.com/"
"우리금융에프앤아이","","","NICE신용평가","A","안정적","2026.04.24","A2","","2026.06.22","https://www.nicerating.com/"
"우리금융에프앤아이(주)","","","한국신용평가","A","안정적","2026.06.24","","","","https://www.kisrating.com/"
"우리금융지주","","","NICE신용평가","AAA","안정적","2026.06.23","","","","https://www.nicerating.com/"
"우리금융캐피탈","","","NICE신용평가","AA-","안정적","2026.06.11","A1","","2026.06.29","https://www.nicerating.com/"
"우리금융캐피탈(주)","","","한국신용평가","AA-","안정적","2026.06.11","A1","","2026.06.16","https://www.kisrating.com/"
"우리산업(주)","","","한국신용평가","BB","안정적","2026.05.14","","","","https://www.kisrating.com/"
"우리손에프앤지농업회사법인(주)","","","한국신용평가","BBB","안정적","2026.06.29","","","","https://www.kisrating.com/"
"우리에프아이에스","","","NICE신용평가","A+","","","A2+","","2026.06.15","https://www.nicerating.com/"
"우리에프아이에스(주)","","","한국신용평가","","","","A2+","","2026.06.05","https://www.kisrating.com/"
"우리은행","","","NICE신용평가","AAA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"우리자산신탁(주)","","","한국신용평가","A-","안정적","2026.06.26","","","","https://www.kisrating.com/"
"우리카드","","","NICE신용평가","AA","안정적","2026.06.30","A1","","2026.05.29","https://www.nicerating.com/"
"우리투자증권","","","NICE신용평가","A+","","","A1","","2026.06.30","https://www.nicerating.com/"
"우미건설(주)","","","한국신용평가","BBB+","안정적","2026.06.24","","","","https://www.kisrating.com/"
"울산광역시도시공사","","","NICE신용평가","AA+","안정적","2026.05.08","","","","https://www.nicerating.com/"
"울산광역시도시공사","","","한국신용평가","AA+","안정적","2026.06.16","","","","https://www.kisrating.com/"
"울산항만공사","","","NICE신용평가","AAA","안정적","2026.06.29","","","","https://www.nicerating.com/"
"울산항만공사","","","한국신용평가","AAA","안정적","2026.06.17","","","","https://www.kisrating.com/"
"웰컴크레디라인대부","","","NICE신용평가","","","","A3-","","2026.06.29","https://www.nicerating.com/"
"위드인천에너지(주)","","","한국신용평가","BBB","안정적","2026.06.25","","","","https://www.kisrating.com/"
"유신","","","NICE신용평가","BBB+","","","","","","https://www.nicerating.com/"
"유안타저축은행(주)","","","한국신용평가","BBB","안정적","2026.06.26","","","","https://www.kisrating.com/"
"유안타증권","","","NICE신용평가","AA-","안정적","2026.06.29","A1","","2026.06.29","https://www.nicerating.com/"
"유안타증권(주)","","","한국신용평가","AA-","안정적","2026.05.20","A1","","2026.06.26","https://www.kisrating.com/"
"유앤아이대부","","","NICE신용평가","","","","A1보증","","2026.06.22","https://www.nicerating.com/"
"유앤아이대부(유)","","","한국신용평가","","","","A1","","2026.06.26","https://www.kisrating.com/"
"유진기업(주)","","","한국신용평가","","","","A3","","2026.06.19","https://www.kisrating.com/"
"유진투자증권","","","NICE신용평가","","","","A2+","","2026.06.19","https://www.nicerating.com/"
"유진투자증권(주)","","","한국신용평가","A","안정적","2026.06.25","A2+","","2026.06.25","https://www.kisrating.com/"
"유화증권","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"이마트","","","NICE신용평가","AA-","안정적","2026.06.24","A1","","2026.06.24","https://www.nicerating.com/"
"이마트24","","","NICE신용평가","AA+","안정적","2026.06.24","","","","https://www.nicerating.com/"
"이수앱지스","","","NICE신용평가","B+","안정적","2026.06.02","","","","https://www.nicerating.com/"
"이지스밸류플러스위탁관리부동산투자회사","","","NICE신용평가","A-","","","A2-","","2026.02.25","https://www.nicerating.com/"
"이지스자산운용","","","NICE신용평가","A-","안정적","2026.04.24","A2-","","2026.04.24","https://www.nicerating.com/"
"이지스자산운용(주)","","","한국신용평가","A-","안정적","2026.06.10","","","","https://www.kisrating.com/"
"인천교통공사","","","NICE신용평가","AA+","안정적","2026.06.29","","","","https://www.nicerating.com/"
"인천교통공사","","","한국신용평가","AA+","안정적","2026.06.09","","","","https://www.kisrating.com/"
"인천국제공항공사","","","NICE신용평가","AAA","안정적","2026.04.22","A1","","2026.04.22","https://www.nicerating.com/"
"인천국제공항공사","","","한국신용평가","AAA","안정적","2026.06.05","","","","https://www.kisrating.com/"
"인천도시공사","","","NICE신용평가","AA+","안정적","2026.06.12","A1","","2026.06.12","https://www.nicerating.com/"
"인천도시공사","","","한국신용평가","AA+","안정적","2026.06.12","","","","https://www.kisrating.com/"
"인천항만공사","","","NICE신용평가","AAA","안정적","2026.06.29","","","","https://www.nicerating.com/"
"인천항만공사","","","한국신용평가","AAA","안정적","2026.05.28","","","","https://www.kisrating.com/"
"일동제약","","","NICE신용평가","","","","A3+","","2026.06.26","https://www.nicerating.com/"
"일신건영(주)","","","한국신용평가","BB+","긍정적","2026.06.02","","","","https://www.kisrating.com/"
"자이씨앤에이","","","NICE신용평가","A","","","","","","https://www.nicerating.com/"
"자이에스앤디","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"자이에스앤디(주)","","","한국신용평가","A-","안정적","2026.06.25","","","","https://www.kisrating.com/"
"전남개발공사","","","NICE신용평가","AA+","안정적","2026.05.26","","","","https://www.nicerating.com/"
"전남개발공사","","","한국신용평가","AA+","안정적","2026.05.22","","","","https://www.kisrating.com/"
"전북은행","","","NICE신용평가","AA+","안정적","2026.06.30","","","","https://www.nicerating.com/"
"제이더블유생명과학","","","NICE신용평가","BBB","","","","","","https://www.nicerating.com/"
"제이비우리캐피탈","","","NICE신용평가","AA-","안정적","2026.07.07","A1","","2026.06.09","https://www.nicerating.com/"
"제이티친애저축은행","","","NICE신용평가","BBB-","","","","","","https://www.nicerating.com/"
"제일사료","","","NICE신용평가","","","","A1보증","","2026.06.25","https://www.nicerating.com/"
"제주은행","","","NICE신용평가","AA+","안정적","2026.05.29","","","","https://www.nicerating.com/"
"조선호텔앤리조트","","","NICE신용평가","","","","A2","","2026.06.22","https://www.nicerating.com/"
"주택도시보증공사","","","NICE신용평가","AAA","안정적","2026.06.26","A1","","2026.06.26","https://www.nicerating.com/"
"주택도시보증공사","","","한국신용평가","AAA","안정적","2026.06.25","A1","","2026.06.25","https://www.kisrating.com/"
"중국건설은행서울지점","","","NICE신용평가","AAA","","","","","","https://www.nicerating.com/"
"중소기업은행","","","NICE신용평가","AAA","안정적","2026.05.26","","","","https://www.nicerating.com/"
"중소기업은행","","","한국신용평가","AAA","안정적","2026.05.22","","","","https://www.kisrating.com/"
"중소벤처기업진흥공단","","","NICE신용평가","AAA","안정적","2026.06.25","","","","https://www.nicerating.com/"
"중소벤처기업진흥공단","","","한국신용평가","AAA","안정적","2026.06.16","A1","","2026.06.16","https://www.kisrating.com/"
"중흥토건(주)","","","한국신용평가","BBB","안정적","2026.06.25","","","","https://www.kisrating.com/"
"지앤비인프라테크(주)","","","한국신용평가","B-","안정적","2026.06.30","","","","https://www.kisrating.com/"
"지에스건설","","","NICE신용평가","","","","A2","","2026.06.24","https://www.nicerating.com/"
"지에스건설(주)","","","한국신용평가","","","","A2","","2026.06.25","https://www.kisrating.com/"
"지에스글로벌","","","NICE신용평가","A","안정적","2026.06.26","","","","https://www.nicerating.com/"
